id_libro,autor,publicacion,titulo,num_libros,imagen_libro
4244,"Henrik Ibsen, William Archer",1890,Hedda Gabler,265,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4245,Walt Disney Company,1940,Dumbo: A Little Golden Book,47,https://images.gr-assets.com/books/1320426193m/1298205.jpg
4246,Erika Johansen,2015,"The Invasion of the Tearling (The Queen of the Tearling, #2)",45,https://images.gr-assets.com/books/1461864829m/22698568.jpg
4247,"Jo Nesbø, Don Bartlett",2011,"Phantom (Harry Hole, #9)",107,https://images.gr-assets.com/books/1333577303m/13256064.jpg
4248,"P.C. Cast, Kristin Cast",NA,Marked / Betrayed / Chosen / Untamed / Hunted (House of Night #1-5),1,https://images.gr-assets.com/books/1347018756m/8724779.jpg
4249,Cecelia Ahern,2006,A Place Called Here,72,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4250,W. Somerset Maugham,1925,The Painted Veil,124,https://images.gr-assets.com/books/1320421719m/99664.jpg
4251,Anne Rice,2002,"Blackwood Farm (The Vampire Chronicles, #9)",48,https://images.gr-assets.com/books/1327522790m/31337.jpg
4252,Caroline Myss,1996,Anatomy of the Spirit: The Seven Stages of Power and Healing,42,https://images.gr-assets.com/books/1320424261m/832543.jpg
4253,Alexander McCall Smith,2002,"The Kalahari Typing School for Men (No. 1 Ladies' Detective Agency, #4)",62,https://images.gr-assets.com/books/1380393680m/7036.jpg
4254,Beatriz Williams,2013,A Hundred Summers,28,https://images.gr-assets.com/books/1366561825m/16158535.jpg
4255,Sabaa Tahir,2016,"A Torch Against the Night (An Ember in the Ashes, #2)",48,https://images.gr-assets.com/books/1463675717m/25558608.jpg
4256,Gary D. Schmidt,2007,The Wednesday Wars,25,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4257,R.A. Salvatore,1992,"The Legacy (Forgotten Realms: Legacy of the Drow, #1; Legend of Drizzt, #7)",39,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4258,Judy Schachner,2003,Skippyjon Jones,16,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4259,Nora Roberts,2011,Chasing Fire,68,https://images.gr-assets.com/books/1302982596m/9410421.jpg
4260,Brian Tracy,2001,Eat That Frog!: 21 Great Ways to Stop Procrastinating and Get More Done in Less Time,116,https://images.gr-assets.com/books/1328854785m/95887.jpg
4261,Sandra Boynton,1982,"Moo, Baa, La La La!",13,https://images.gr-assets.com/books/1451996462m/4600.jpg
4262,Wallace D. Wattles,1910,The Science of Getting Rich,369,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4263,James Rollins,2008,"The Last Oracle (Sigma Force, #5)",46,https://images.gr-assets.com/books/1367511748m/2277444.jpg
4264,"أحلام مستغانمي, Ahlam Mosteghanemi",1993,ذاكرة الجسد,29,https://images.gr-assets.com/books/1291756684m/2501458.jpg
4265,A. Manette Ansay,1994,Vinegar Hill,33,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4266,David Brin,1983,"Startide Rising (The Uplift Saga, #2)",47,https://images.gr-assets.com/books/1476445711m/234501.jpg
4267,Shelly Crane,2011,"Significance (Significance, #1)",15,https://images.gr-assets.com/books/1434591910m/16282066.jpg
4268,Robert   Harris,2003,Pompeii,109,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4269,David Baldacci,2015,"The Guilty (Will Robie, #4)",38,https://images.gr-assets.com/books/1435632658m/25066991.jpg
4270,Bertrand Russell,1945,A History of Western Philosophy,92,https://images.gr-assets.com/books/1344399003m/243685.jpg
4271,Lewis Carroll,1884,The Complete Stories and Poems,6,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4272,Nigella Lawson,1998,How to Be a Domestic Goddess: Baking and the Art of Comfort Cooking,20,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4273,"Thomas Malory, Keith Baines, Robert Graves",1485,Le Morte d'Arthur: King Arthur and the Legends of the Round Table,331,https://images.gr-assets.com/books/1309288301m/672875.jpg
4274,Cupcake Brown,2006,A Piece of Cake,20,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4275,Lloyd Alexander,1967,Taran Wanderer (The Chronicles of Prydain #4),60,https://images.gr-assets.com/books/1406315774m/24782.jpg
4276,"Douglas Preston, Lincoln Child",2004,"Brimstone (Pendergast, #5; Diogenes, #1)",72,https://images.gr-assets.com/books/1369943498m/136637.jpg
4277,Kate Douglas Wiggin,1903,Rebecca of Sunnybrook Farm,252,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4278,Lisa Kleypas,2006,"Devil in Winter (Wallflowers, #3)",62,https://images.gr-assets.com/books/1309220205m/114166.jpg
4279,Susan Beth Pfeffer,2008,"The Dead and the Gone (Last Survivors, #2)",24,https://images.gr-assets.com/books/1266309782m/2169506.jpg
4280,Ted Dekker,2004,"White: The Great Pursuit (The Circle, #3)",39,https://images.gr-assets.com/books/1380858193m/125955.jpg
4281,Gena Showalter,2010,The Darkest Passion (Lords of the Underworld #5),41,https://images.gr-assets.com/books/1351278057m/6758331.jpg
4282,Chuck Palahniuk,2009,Pygmy,50,https://images.gr-assets.com/books/1320495043m/4601396.jpg
4283,Lauren Weisberger,2013,"Revenge Wears Prada: The Devil Returns (The Devil Wears Prada, #2)",59,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4284,"Anton Chekhov, Richard Pevear, Larissa Volokhonsky",1900,Selected Stories,61,https://images.gr-assets.com/books/1491936310m/5693.jpg
4285,S.C. Gwynne,2010,"Empire of the Summer Moon: Quanah Parker and the Rise and Fall of the Comanches, the Most Powerful Indian Tribe in American History",22,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4286,John le Carré,1979,Smiley's People,128,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4287,"Karen Kingsbury, Gary Smalley",2002,"Redemption (Redemption, #1)",32,https://images.gr-assets.com/books/1406514548m/11433.jpg
4288,Jennifer Donnelly,2003,A Northern Light,43,https://images.gr-assets.com/books/1376507768m/64481.jpg
4289,"Tim LaHaye, Jerry B. Jenkins",1999,"Apollyon (Left Behind, #5)",40,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4290,Dorothy L. Sayers,1923,"Whose Body?  (Lord Peter Wimsey, #1)",206,https://images.gr-assets.com/books/1387573241m/192893.jpg
4291,"Robert Sabuda, Lewis Carroll",2003,Alice's Adventures in Wonderland: A Pop-Up Adaptation,6,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4292,Ross King,2003,Michelangelo and the Pope's Ceiling,24,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4293,Kelley Armstrong,2002,"Stolen (Women of the Otherworld, #2)",44,https://images.gr-assets.com/books/1300923278m/11922.jpg
4294,David Baldacci,2004,"Hour Game (Sean King & Michelle Maxwell, #2)",89,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4295,Louise Penny,2007,"The Cruelest Month (Chief Inspector Armand Gamache, #3)",49,https://images.gr-assets.com/books/1327970261m/2277378.jpg
4296,"Noel Streatfeild, Diane Goode",1936,"Ballet Shoes (Shoes, #1)",68,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4297,Harry Gregson-Williams,2006,"Piano/Vocal/Guitar Sheet Music: The Chronicles of Narnia: The Lion, the Witch and The Wardrobe",2,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4298,"Ayn Rand, Leonard Peikoff",1936,We the Living,63,https://images.gr-assets.com/books/1306188481m/668.jpg
4299,Marie Rutkoski,2015,"The Winner's Crime (The Winner's Trilogy, #2)",26,https://images.gr-assets.com/books/1411741455m/20443207.jpg
4300,Carolyn Brown,2011,The Ladies' Room,11,https://images.gr-assets.com/books/1453689241m/18282800.jpg
4301,E.E. Cummings,1954,100 Selected Poems,8,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4302,Jen Lancaster,2008,"Such a Pretty Fat: One Narcissist's Quest to Discover If Her Life Makes Her Ass Look Big, or Why Pie Is Not the Answer",7,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4303,Erin Hunter,2003,"Forest of Secrets (Warriors, #3)",53,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4304,Sarah Waters,2009,The Little Stranger,71,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4305,Patricia Briggs,2014,"Night Broken (Mercy Thompson, #8)",23,https://images.gr-assets.com/books/1379437095m/17562900.jpg
4306,Sara Raasch,2014,"Snow Like Ashes (Snow Like Ashes, #1)",29,https://images.gr-assets.com/books/1392224823m/17399160.jpg
4307,Matthew  Thomas,2014,We Are Not Ourselves,29,https://images.gr-assets.com/books/1418103690m/17830123.jpg
4308,Nora Roberts,2005,"Red Lily (In the Garden, #3)",66,https://images.gr-assets.com/books/1362364238m/59821.jpg
4309,Mary Pipher,1994,Reviving Ophelia: Saving the Selves of Adolescent Girls,31,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4310,Bernard Cornwell,2006,"Lords of the North (The Saxon Stories, #3)",69,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4311,Margaret Peterson Haddix,1999,"Just Ella (The Palace Chronicles, #1)",23,https://images.gr-assets.com/books/1327897599m/162719.jpg
4312,Raine Miller,2013,"Eyes Wide Open (The Blackstone Affair, #3)",23,https://images.gr-assets.com/books/1360846127m/16122643.jpg
4313,Lisa See,2014,China Dolls,30,https://images.gr-assets.com/books/1405290827m/18404427.jpg
4314,Kate Brian,2005,Megan Meade's Guide to the McGowan Boys,15,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4315,"Russell Hoban, Lillian Hoban",1964,Bread and Jam for Frances,34,https://images.gr-assets.com/books/1384258893m/911579.jpg
4316,Tom Robbins,1994,Half Asleep in Frog Pajamas,28,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4317,Gregory Maguire,2003,Mirror Mirror,24,https://images.gr-assets.com/books/1407710336m/15858.jpg
4318,Patrick Ness,2013,More Than This,38,https://images.gr-assets.com/books/1398164413m/21969786.jpg
4319,Cormac McCarthy,1973,Child of God,47,https://images.gr-assets.com/books/1320509467m/293625.jpg
4320,Francine Rivers,1995,"As Sure as the Dawn (Mark of the Lion, #3)",27,https://images.gr-assets.com/books/1490993178m/95621.jpg
4321,Max Barry,2013,Lexicon,33,https://images.gr-assets.com/books/1356080172m/16158596.jpg
4322,"Candace Bushnell, Donna Murphy",2008,One Fifth Avenue,58,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4323,"Cece Bell, David Lasky",2014,El Deafo,12,https://images.gr-assets.com/books/1423770455m/20701984.jpg
4324,Samantha Young,2013,"Down London Road (On Dublin Street, #2)",43,https://images.gr-assets.com/books/1363128044m/16140408.jpg
4325,"Robert Kirkman, Charlie Adlard",2005,"The Walking Dead, Vol. 03: Safety Behind Bars",35,https://images.gr-assets.com/books/1345769167m/30069.jpg
4326,Philip K. Dick,1974,"Flow My Tears, the Policeman Said",92,https://images.gr-assets.com/books/1398026028m/22584.jpg
4327,Francine Rivers,1998,The Last Sin Eater,28,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4328,Jude Deveraux,1989,A Knight in Shining Armor,55,https://images.gr-assets.com/books/1330613623m/73385.jpg
4329,Jonathan Maberry,2010,"Rot & Ruin (Rot & Ruin, #1)",25,https://images.gr-assets.com/books/1264898635m/7157310.jpg
4330,"Plato, G.M.A. Grube, John M. Cooper",-400,The Trial and Death of Socrates,102,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4331,Charles R. Cross,2001,Heavier Than Heaven: A Biography of Kurt Cobain,43,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4332,"Thucydides, Rex Warner, Moses I. Finley",-411,History of the Peloponnesian War,336,https://images.gr-assets.com/books/1422072332m/261243.jpg
4333,"Stephen Crane, George Stade, Richard Fusco",1895,The Red Badge of Courage and Selected Short Fiction,5,https://images.gr-assets.com/books/1328753104m/2918374.jpg
4334,Richard Kadrey,2009,"Sandman Slim (Sandman Slim, #1)",33,https://images.gr-assets.com/books/1311727590m/5776788.jpg
4335,John Hart,2009,The Last Child,52,https://images.gr-assets.com/books/1312058481m/5556466.jpg
4336,"Jorge Luis Borges, Donald A. Yates, James E. Irby, André Maurois",1962,Labyrinths:  Selected Stories and Other Writings,36,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4337,Anita Shreve,1999,Fortune's Rocks,76,https://images.gr-assets.com/books/1344271150m/89399.jpg
4338,Patricia Highsmith,1952,The Price of Salt,108,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4339,Colleen Houck,2011,"Tiger's Quest (The Tiger Saga, #2)",43,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4340,Chloe Neill,2009,"Friday Night Bites (Chicagoland Vampires, #2)",29,https://images.gr-assets.com/books/1304024900m/6319978.jpg
4341,Tim Harford,2005,The Undercover Economist,67,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4342,Frank E. Peretti,1995,The Oath,36,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4343,Anna Godbersen,2008,"Rumors (Luxe, #2)",41,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4344,"Drew Daywalt, Oliver Jeffers",2013,The Day the Crayons Quit,30,https://images.gr-assets.com/books/1397425766m/16101018.jpg
4345,Meg Cabot,2002,"Princess in Waiting (The Princess Diaries, #4)",83,https://images.gr-assets.com/books/1493531966m/93729.jpg
4346,"Katie J. Davis, Beth Clark",2011,Kisses from Katie: A Story of Relentless Love and Redemption,15,https://images.gr-assets.com/books/1306266117m/11281852.jpg
4347,Kathleen Kent,2008,The Heretic's Daughter,36,https://images.gr-assets.com/books/1344269239m/3181953.jpg
4348,"Thomas Mann, John E. Woods",1924,The Magic Mountain,211,https://images.gr-assets.com/books/1403170928m/88077.jpg
4349,Michael Connelly,2002,Chasing the Dime,80,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4350,Claudia Gray,2014,"A Thousand Pieces of You (Firebird, #1)",24,https://images.gr-assets.com/books/1400166295m/17234658.jpg
4351,Patricia Reilly Giff,2002,Pictures of Hollis Woods,26,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4352,Peter F. Hamilton,1996,"The Reality Dysfunction (Night's Dawn, #1)",27,https://images.gr-assets.com/books/1331274659m/45245.jpg
4353,Sidney Sheldon,1988,The Sands of Time,76,https://images.gr-assets.com/books/1356453253m/119382.jpg
4354,Zadie Smith,2012,NW,51,https://images.gr-assets.com/books/1492591246m/13537891.jpg
4355,Heather Brewer,2007,"Eighth Grade Bites (The Chronicles of Vladimir Tod, #1)",33,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4356,Barry Schwartz,2004,The Paradox of Choice: Why More Is Less,32,https://images.gr-assets.com/books/1410138134m/10639.jpg
4357,Annette Curtis Klause,1997,Blood and Chocolate,33,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4358,Michael Connelly,2009,"Nine Dragons (Harry Bosch, #15; Mickey Haller, #3; Harry Bosch Universe, #18)",74,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4359,D.H. Lawrence,1920,"Women in Love (Brangwen Family, #2)",415,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4360,Jane Green,2007,Second Chance,39,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4361,David Brin,1985,The Postman,48,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4362,Elin Hilderbrand,2012,Summerland,31,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4363,Ann Patchett,1992,The Patron Saint of Liars,17,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4364,"Jack Canfield, Janet Switzer",2004,The Success Principles: How to Get from Where You Are to Where You Want to Be,50,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4365,Kristen Ashley,2012,"Knight (Unfinished Hero, #1)",11,https://images.gr-assets.com/books/1333056159m/13565914.jpg
4366,"Alexander Osterwalder, Yves Pigneur",2010,Business Model Generation,35,https://images.gr-assets.com/books/1384676138m/7723797.jpg
4367,Stephen Greenblatt,2011,The Swerve: How the World Became Modern,37,https://images.gr-assets.com/books/1406088245m/10954979.jpg
4368,Margaret George,1986,"The Autobiography of Henry VIII: With Notes by His Fool, Will Somers",34,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4369,Chuck Palahniuk,2004,Stranger than Fiction,47,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4370,Norman Doidge,2007,The Brain That Changes Itself: Stories of Personal Triumph from the Frontiers of Brain Science,53,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4371,Larry Niven,1979,The Ringworld Engineers (Ringworld #2),51,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4372,Barry Lyga,2012,"I Hunt Killers (Jasper Dent, #1)",38,https://images.gr-assets.com/books/1333289403m/7766027.jpg
4373,K. Bromberg,2014,"Crashed (Driven, #3)",20,https://images.gr-assets.com/books/1391008361m/17880714.jpg
4374,J. Ryan Stradal,2015,Kitchens of the Great Midwest,29,https://images.gr-assets.com/books/1428066565m/23398625.jpg
4375,"Ann McGovern, Winslow Pinney Pels, Winslow Pinn, Ey Pels",1971,Stone Soup,11,https://images.gr-assets.com/books/1360057986m/1031461.jpg
4376,"Alaa Al Aswany, علاء الأسواني",2007,شيكاجو,44,https://images.gr-assets.com/books/1258877751m/1220507.jpg
4377,"James Patterson, Maxine Paetro",2013,"12th of Never (Women's Murder Club, #12)",41,https://images.gr-assets.com/books/1353436409m/15734464.jpg
4378,Brian  McClellan,2013,"Promise of Blood (Powder Mage, #1)",27,https://images.gr-assets.com/books/1350337505m/15790883.jpg
